global_idx,Breast,Lung,Bowel,Prostate,Cervix,Skin,Myeloid,Lymphoid,Brain,Liver,Ovary,Stomach
606,1,0,0,0,0,0,0,0,0,1,0,0
737,1,1,0,0,1,0,1,1,0,0,1,0
1259,1,1,1,0,0,1,1,0,0,0,0,1
184,0,0,0,0,1,1,0,0,0,0,0,0
1479,0,0,0,1,0,1,0,0,0,0,0,0
491,1,1,0,1,0,1,1,0,1,0,1,1
1930,1,1,1,1,0,1,0,0,1,0,0,0
738,1,1,0,0,0,1,0,0,0,0,0,1
1335,1,0,0,1,1,1,1,1,1,0,0,1
50,0,0,1,0,1,0,0,0,0,0,0,0
655,1,1,1,1,1,1,0,1,1,0,1,1
420,1,0,0,0,0,0,0,0,0,1,0,0
1646,0,0,1,1,1,0,1,0,0,0,0,0
1091,1,1,0,1,0,0,1,1,0,0,0,1
1072,0,1,0,0,0,0,0,0,0,0,1,0
1549,0,0,1,1,0,0,0,0,0,0,0,0
1112,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,1,0,1,0,1,1,0,0,0,0
846,1,1,1,1,1,1,0,0,1,1,1,1
1767,1,1,1,0,1,0,1,1,0,1,1,0
1392,0,0,1,0,0,0,0,0,0,1,0,0
1801,0,0,0,0,0,1,1,1,0,1,0,0
1366,0,1,0,0,0,0,0,0,0,1,0,0
1940,0,0,0,1,0,1,0,0,0,0,0,0
713,1,1,1,1,1,1,0,1,0,0,1,0
1592,0,0,0,1,1,1,0,0,1,0,0,0
1750,1,0,1,0,0,1,0,1,1,1,0,0
1457,0,0,0,1,0,0,0,0,0,1,0,0
1120,1,1,0,0,0,0,0,0,0,1,0,1
418,0,0,0,0,1,0,1,0,0,0,0,0
1599,0,1,1,1,0,1,0,0,0,0,0,0
1673,0,1,1,0,0,0,1,1,0,0,0,0
866,1,1,1,1,1,1,1,1,1,1,1,1
378,0,0,1,0,0,0,1,1,0,0,0,1
1326,1,0,0,0,0,0,0,0,0,0,0,1
86,1,0,0,1,1,1,1,1,0,1,0,1
1271,0,0,0,0,0,0,1,0,0,0,0,1
198,1,1,1,0,0,1,1,0,0,1,1,1
1686,1,1,0,1,1,0,1,1,0,0,0,0
967,0,1,0,0,0,0,0,0,0,0,0,1
10,1,1,1,1,1,1,0,0,1,1,0,0
1845,1,0,1,0,0,1,1,1,0,0,0,1
117,0,1,1,0,0,0,0,0,0,0,0,0
1027,1,0,1,0,0,0,0,0,0,1,0,1
975,0,1,0,0,0,0,0,1,0,0,0,0
1246,1,1,1,1,0,0,1,1,0,1,0,1
1042,1,1,1,1,1,1,1,1,1,1,1,1
586,0,0,1,0,0,1,0,0,0,0,0,0
1679,1,1,0,0,0,0,0,0,0,0,0,0
1433,1,0,0,1,0,1,0,0,1,1,1,0
1857,1,0,0,0,0,0,0,0,0,1,0,0
257,1,0,0,0,0,0,0,0,0,1,0,0
47,0,1,1,0,0,0,0,0,0,0,0,0
966,0,0,0,1,0,0,0,0,1,0,0,0
727,0,0,1,0,0,0,1,0,0,0,0,0
1559,1,0,1,0,0,0,1,0,0,1,0,0
790,0,0,0,1,0,1,0,0,0,0,0,0
1938,0,0,0,1,0,0,1,0,0,0,0,0
1886,1,0,0,0,0,1,0,1,0,1,0,0
574,1,0,0,0,0,0,0,0,0,0,1,0
1765,0,0,0,1,0,1,0,0,0,0,0,0
636,1,0,0,0,0,0,0,0,0,0,0,1
1430,1,0,1,0,0,0,0,0,0,0,0,0
277,1,1,1,1,1,1,0,1,1,1,1,0
1574,1,0,0,0,1,0,0,0,0,0,0,0
141,0,0,0,0,1,0,0,1,0,0,0,0
1537,0,0,1,0,0,0,0,1,0,0,0,0
752,1,0,1,0,1,1,1,1,1,0,0,1
465,0,0,0,0,0,0,1,0,0,0,1,0
1870,0,0,0,0,0,0,0,0,1,1,0,0
