global_idx,Breast,Lung,Bowel,Prostate,Cervix,Skin,Myeloid,Lymphoid,Brain,Liver,Ovary,Stomach
852,0,0,0,0,0,0,1,0,1,0,0,0
1226,0,1,1,0,0,0,0,0,0,0,0,0
230,0,1,1,0,0,0,1,1,0,0,0,0
593,1,0,1,0,1,0,0,0,0,1,0,0
1687,1,1,1,0,1,0,1,0,0,1,1,1
1713,1,0,0,0,0,0,0,0,0,0,1,0
868,1,1,1,1,1,1,1,1,1,1,1,1
1035,0,1,0,0,0,0,0,0,0,0,1,0
583,0,0,1,0,0,0,0,0,0,0,1,0
881,1,0,1,0,0,0,0,0,0,0,0,0
1586,0,1,0,0,0,0,1,0,0,0,0,0
255,0,0,0,0,1,0,0,0,0,0,1,0
1681,1,0,0,1,0,0,0,0,0,0,0,0
332,1,1,1,1,1,1,1,0,0,1,1,1
126,1,0,0,0,0,1,1,1,0,0,0,0
21,1,0,0,0,0,1,0,0,0,0,1,1
764,1,1,1,1,1,1,1,1,1,1,1,1
749,0,0,1,1,1,0,1,1,1,1,0,1
1859,0,1,0,0,0,0,0,0,0,0,1,0
1942,1,0,1,0,0,1,1,0,0,0,0,0
1408,0,0,0,0,0,1,0,0,1,0,0,0
1447,1,0,0,0,0,0,0,0,1,0,0,0
1225,0,0,0,0,0,0,1,0,1,0,0,0
1732,0,0,0,1,0,0,0,0,1,0,0,0
1294,1,0,0,0,1,0,0,0,0,0,0,0
1952,1,0,0,1,1,1,1,1,0,0,0,0
1401,1,0,1,1,0,1,1,1,1,0,0,1
1696,0,0,0,0,1,0,0,0,0,1,0,0
973,0,1,1,0,1,1,0,0,0,0,0,0
1736,1,0,0,0,1,0,0,0,0,0,0,0
318,1,1,1,1,1,1,1,0,1,0,1,1
1552,0,0,1,0,1,0,0,0,0,0,0,0
1052,1,1,1,1,1,1,1,1,0,1,0,1
983,0,1,0,0,1,0,1,0,0,1,0,0
348,1,1,1,1,1,1,1,0,1,1,0,1
1212,1,1,1,1,1,1,1,1,1,1,1,1
823,1,0,0,0,1,1,1,1,0,1,0,0
374,1,1,1,1,1,1,1,1,0,1,0,1
485,0,1,0,0,1,0,0,0,0,0,0,0
1616,0,0,0,0,0,0,0,0,0,0,1,1
1906,1,0,0,0,0,1,0,0,1,0,1,0
388,0,1,0,1,0,0,0,0,0,0,0,0
884,0,1,0,0,0,1,0,0,0,0,0,0
524,1,1,1,1,1,1,1,1,1,1,1,1
479,1,1,0,1,1,1,0,0,1,1,0,1
144,0,0,1,0,1,0,0,0,1,0,0,1
1638,0,0,0,1,0,0,0,0,0,0,0,1
1236,0,0,1,0,0,0,0,0,0,0,0,1
1936,0,0,1,0,0,1,1,0,0,0,0,1
609,0,0,1,0,0,0,0,0,0,1,0,0
470,1,1,0,1,1,1,0,1,1,1,0,0
1254,0,1,0,0,0,0,0,0,0,1,0,0
1937,0,0,1,1,0,0,1,0,0,0,1,0
46,1,1,1,0,1,1,1,1,0,0,1,0
369,1,1,1,1,1,0,0,1,1,1,0,0
457,1,0,0,1,0,1,0,0,0,0,1,0
1882,1,1,0,0,0,1,0,0,1,0,0,0
507,1,1,1,1,1,1,1,1,0,0,1,1
26,1,1,0,0,0,0,0,1,0,0,1,0
1270,1,1,1,1,1,1,1,1,1,1,1,1
63,0,1,0,0,0,0,0,0,0,1,0,0
1795,0,0,0,0,1,0,1,1,0,0,1,0
1021,0,0,1,1,0,0,0,0,0,0,0,0
802,1,0,1,1,0,0,1,1,0,0,1,0
1910,0,0,0,0,1,1,0,1,1,0,0,0
1081,1,1,0,0,0,0,1,1,0,0,0,0
1384,0,0,1,0,0,0,0,0,0,0,0,1
128,0,0,0,0,1,1,0,0,0,0,0,0
223,0,0,0,1,0,1,0,0,0,0,0,0
795,1,1,1,1,1,1,1,0,0,0,1,0
1318,1,0,0,0,0,0,0,0,0,1,0,0
529,1,1,1,1,1,1,1,1,1,1,1,1
1629,1,0,0,0,0,1,0,0,0,0,0,0
1444,0,0,1,0,0,1,1,0,0,1,0,0
478,1,1,1,1,0,0,0,0,1,1,1,1
376,1,1,1,1,1,1,1,0,1,1,1,0
1252,0,0,1,1,0,1,1,0,0,0,0,0
302,1,1,1,1,1,1,1,1,1,1,0,0
1752,1,0,0,1,0,0,1,1,1,0,1,0
385,1,1,0,1,1,1,0,1,0,0,1,1
1034,0,1,0,0,0,0,0,1,0,0,0,0
1931,1,0,0,0,0,1,0,0,0,0,0,0
536,0,1,1,1,0,1,0,1,1,1,1,0
873,0,0,0,0,0,0,0,1,1,0,0,0
1149,0,1,0,0,0,0,0,0,1,1,0,1
498,0,1,1,0,0,0,1,1,0,1,0,1
1571,1,1,0,1,1,0,1,1,0,0,1,1
243,1,1,1,1,1,0,0,0,0,1,1,1
233,1,0,1,0,0,0,0,0,0,0,0,0
1288,0,0,1,0,0,0,0,0,0,1,0,0
1474,1,0,1,0,1,0,0,1,0,0,0,0
940,0,0,0,1,0,0,1,0,0,0,0,0
1674,0,0,1,1,1,0,0,0,1,1,0,1
125,1,0,0,1,0,0,0,0,0,0,0,0
